Polities,Volunteers,Languages,Language Count,Principal Languages,Immigrant Languages,Duplicate Immigrant Languages,Geographic Note,Nationally Official Languages,Nationally Official Names,Nationally Official Data,Regionally Official Languages,Regionally Official Names,Regionally Official Data,Recognized Languages,Territories,Territory Count,Continent,Language Count Details,Videos Recorded,Corporate Sponsorship,Content resources,Poly Early Access,ISO 3166,Latitude,Longitude,Coordinates,Geocode
Papua New Guinea,,"ago,aak,aah,agm,agl,aai,asx,amm,aso,agd,afp,asd,afk,afi,alx,afd,ayq,aey,aew,ali,aya,adz,awx,aww,aez,akt,ado,apz,akq,awm,awi,aps,aki,akh,apr,apo,awb,avt,ape,avb,aix,auy,aon,aom,aur,aup,aoj,aun,ail,aby,abw,aog,auk,aof,abt,aui,aoe,aod,aif,aie,aob,aic,anz,anx,abg,anj,aaw,anh,aau,ate,ata,amt,aag,aad,agg,amp,aac,age,amn,bmz,bmx,bmu,bmp,bmn,bmk,bzh,bmh,bzf,bmc,byz,byx,bfh,byr,blq,brz,bry,bey,bye,brq,beo,bxz,bek,bef,bxh,bxf,bqs,bjz,bql,bjr,bdf,bjp,bdd,bwm,bjl,bjk,bwk,bpw,bjh,bcu,bpu,bwf,bjc,bwd,bco,bcm,bpm,bpi,bit,bch,bir,biq,bcf,bio,bvn,bow,big,bbv,bie,bic,bop,boq,bbr,bon,bbn,boj,buv,but,buq,bbf,buo,bbd,bhl,bbb,buk,bnw,bhg,bhf,bnp,btp,ckr,cjv,cjn,can,cga,dac,dju,dev,dww,ded,dva,don,dol,ddi,dof,dby,dob,doa,duk,dui,dnr,dia,duc,dnd,dgz,dgx,dmc,dah,dgg,dge,dad,enq,ele,ena,eri,eiv,emi,eit,etr,elu,elk,fai,foi,fag,fuy,frq,fqs,fiw,for,faj,faa,fad,ffi,grz,geb,grx,grw,gdr,grq,gaj,gyb,grg,gka,gdd,gdn,gcn,gpn,gcc,gvs,gip,gim,gvf,gve,ghs,goi,goc,gbf,gbe,ggw,gnu,ggt,gnt,ggl,gaw,gnm,gat,gar,gap,gao,gfk,gam,gai,gah,gsp,gmu,gaf,gsn,gmg,hhy,hhi,hmt,hgw,hrw,hrc,hot,hla,hul,hkk,hui,hob,huf,hao,hmo,ham,hih,hah,igo,imo,igm,iar,imi,imn,isa,iws,iwm,idi,ipo,ipi,iou,itr,ino,ian,igg,jae,jko,jil,jbk,jmw,jet,jma,kto,ktm,kmx,ktk,kmu,kgf,kms,kmo,kmn,kmh,kmg,kze,kmf,ksr,kyy,kyx,klx,ksl,ksj,ksi,klt,klq,kse,klp,ksd,klm,kew,kyg,klh,kyc,kxz,kxw,kxt,keh,kxr,kqw,kxa,kkc,kql,kjy,kqi,kqj,kjx,kdf,kjs,kqf,kwo,kqc,kqb,kqa,kwj,kpx,kct,kpw,kpr,kco,kjd,kcl,kiw,kis,kit,kpf,kcb,kbx,koz,kbw,kij,kvg,kih,kbt,kbq,kvc,kop,kbm,kbk,kol,khz,khs,kup,kuo,koa,khl,knv,knr,kue,kud,kgu,llf,lei,los,lek,lkl,loj,lcm,lnm,lni,lih,luf,lbv,lbu,lid,lib,lbq,lsr,lmg,laz,lbb,lgt,lll,lle,leu,ler,let,leq,mgt,mgu,mzz,mmx,mti,mtf,mmt,mzu,mtc,mmq,mmp,mmo,msz,msy,mfw,msx,msu,mmi,mft,mze,myw,mlp,meu,met,mlh,myd,mle,mxw,mee,med,mkr,mkp,meb,mxm,mqz,mqw,mqv,mds,mkc,mqe,mdc,mdb,mjn,mcz,mjm,mcy,mjk,mpx,mek,mjj,mcv,mpv,mwh,mpt,mwg,mps,mcr,mcq,mwc,mwb,mpp,mwa,mxk,mpo,mpn,mpl,mci,mvq,mcc,mvn,mox,mvk,mbx,mbw,mva,mbq,mux,mbk,mbh,mhl,mum,mhf,mty,mnm,mtv,miw,mna,mgl,nal,nsn,nak,net,nrz,nex,nej,nkm,nkg,nqn,npn,nxr,nop,nou,niz,nof,noh,noc,niw,nwr,nis,nvm,ncn,nco,nif,nux,nnm,nii,ncm,nuq,nnk,nur,nib,ncf,nce,ncc,nca,nnf,nby,nho,nud,nmx,nmw,nbk,nax,nas,nss,nac,naf,onr,ons,okk,onk,oyy,onj,ong,owi,oro,oum,omw,oue,omo,oin,opo,opm,osu,okv,onn,ont,pmr,pex,pep,ppt,pek,ppq,ppn,ppo,pwg,pwa,ped,pux,ppe,pup,pda,pla,pkg,pix,ptp,pby,pin,pnr,pss,pnn,psq,pat,prw,prm,pgi,rpt,rmk,roo,rwo,rea,rwa,roe,rao,rhp,rmp,rak,rai,rro,sso,smq,smf,smg,ssd,smc,smb,sry,slw,sew,sll,srf,seo,sra,sej,sks,swp,sps,skm,swm,spm,spl,sdk,spk,skc,spe,spd,sjr,sow,svb,soq,six,sol,siw,siv,siu,sui,sug,sue,siq,sua,sim,snz,sny,sij,snx,sbq,snr,snp,stm,sbi,stk,sbh,sbe,sbc,stf,ssz,snc,ssx,smz,ssu,sst,sgz,ssj,ssg,tgo,tzx,tgc,tmd,tlx,tya,tei,trh,tlf,trb,tww,tkv,twp,tqp,tqo,tqm,tpz,tpi,tpa,tci,tio,tim,tbx,tuh,tif,tbv,tbs,tof,tuc,tua,tbo,ttv,ttu,tbj,tbg,tbf,tns,tbd,tbc,taw,tnh,tte,ttd,tgu,tsx,tmy,tgi,tmq,urv,urw,una,uar,urt,ukg,uro,uis,urm,uvl,uri,uvh,urg,uln,utu,ufi,upi,usu,unu,usa,ubu,ubr,urx,viv,vmg,van,vam,val,wer,wab,wei,wra,wed,wos,wdg,wla,wuv,wog,wut,woc,wiv,wiu,wnu,wnp,wtk,wii,waz,wtf,wax,wnc,wnb,wsr,wsk,wmx,wat,whg,wmo,wgi,wrv,wrs,wgb,waj,wmc,wag,xsp,xsi,xrw,xeu,xes,xla,xkx,xow,xop,xbi,xoi,xar,yev,yss,ygr,yrw,yyu,yll,yee,ylg,yle,yrb,ylb,yla,yra,ydk,ykr,yde,ykm,ykk,ylu,yby,ybx,ybo,yon,ybm,yuw,yut,yob,yis,ynl,yuj,ywa,ymp,ymo,ytw,ygw,yml,ygm,ygl,ymb,zgr,zeg,zmh,zuh,zsu,zsa,zik,zia",848,"eng,tpi",,,,"tpi,hmo,eng","Tok Pisin, Motu, Hiri, English","English, Hiri Motu, Tok Pisin",,,,,"Central_PG,Simbu (Chimbu)_PG,Eastern Highlands_PG,East New Britain_PG,East Sepik_PG,Enga_PG,Gulf_PG,Madang_PG,Manus_PG,Milne Bay_PG,Morobe_PG,New Ireland_PG,Oro (Northern)_PG,Autonomous Region of Bougainville_PG,Southern Highlands_PG,Western (Fly)_PG,Western Highlands_PG,West New Britain_PG,Sandaun (West Sepik)_PG,National Capital District_PG,Hela_PG,Jiwaka_PG",22,Oceania,"The number of individual languages listed for Papua New Guinea is 850. Of these, 838 are living and 12 are extinct. Of the living languages, 43 are institutional, 303 are developing, 348 are vigorous, 108 are in trouble, and 36 are dying.",,"Air Niugini,Airlines PNG",,,PG,-6.314993,143.95555,"-6.314993,143.95555",🔵 eyJpIjoiLTYuMzE0OTkzLDE0My45NTU1NSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOi02LjMxNDk5MywibG5nIjoxNDMuOTU1NTV9LCJlIjowfQ==
Paraguay,,"ayo,aqt,ceg,cag,enl,enx,grn,gva,guq,gug,mca,nhd,pys,pta,spn,tmf,tpj",17,"spa,gug","Chinese (7,500), Greek (2,470), Italian (26,000), Japanese (12,000), Korean (6,000), Portuguese (636,000), Russian (26,000)","Chinese (7,500), Greek (2,470), Italian (26,000), Japanese (12,000), Korean (6,000), Portuguese (636,000), Russian (26,000)",,"grn,spa","Guarani, Spanish","Spanish, Guaraní",,,,,,0,Americas,"The number of individual languages listed for Paraguay is 23. All are living languages. Of these, 3 are institutional, 5 are developing, 4 are vigorous, 10 are in trouble, and 1 is dying.",,,,,PY,-23.442503,-58.443832,"-23.442503,-58.443832",🔵 eyJpIjoiLTIzLjQ0MjUwMywtNTguNDQzODMyIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6LTIzLjQ0MjUwMywibG5nIjotNTguNDQzODMyfSwiZSI6MH0=
Réunion,,rcf,1,fra,"Chinese (21,000), Malagasy (8,000), Maore Comorian (1,500), Mwali Comorian (500), Ndzwani Comorian (3,000), Ngazidja Comorian (4,000)","Chinese (21,000), Malagasy (8,000), Maore Comorian (1,500), Mwali Comorian (500), Ndzwani Comorian (3,000), Ngazidja Comorian (4,000)",,,,,,,,,,0,Africa,"The number of individual languages listed for Réunion is 3. All are living languages. Of these, 1 is institutional, 1 is developing, and 1 is vigorous.",,,,,RE,-21.115141,55.536384,"-21.115141,55.536384",🔵 eyJpIjoiLTIxLjExNTE0MSw1NS41MzYzODQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjotMjEuMTE1MTQxLCJsbmciOjU1LjUzNjM4NH0sImUiOjB9
Rwanda,,kin,1,"eng,fra,kin","Swahili (10,700)","Swahili (10,700)",,"kin,fra,eng","Rwanda, French, English","English, French, Kinyarwanda",,,,,,0,Africa,"The number of individual languages listed for Rwanda is 3. All are living languages. Of these, 3 are institutional.",,,,,RW,-1.940278,29.873888,"-1.940278,29.873888",🔵 eyJpIjoiLTEuOTQwMjc4LDI5Ljg3Mzg4OCIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOi0xLjk0MDI3OCwibG5nIjoyOS44NzM4ODh9LCJlIjowfQ==
Sahrawi Arab Democratic Republic,,,0,"arb,mey,ary",,,Disputed territory.,"spa,arb,tzm","Spanish, Arabic, Standard, Tamazight, Central Atlas","Tamazight, Arabic, Spanish",,,,,,0,Africa,"The number of individual languages listed for Western Sahara is 3. All are living languages. Of these, 2 are institutional and 1 is developing.",,,,,EH,24.215527,-12.885834,"24.215527,-12.885834",🔵 eyJpIjoiMjQuMjE1NTI3LC0xMi44ODU4MzQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjoyNC4yMTU1MjcsImxuZyI6LTEyLjg4NTgzNH0sImUiOjB9
Saint Kitts and Nevis,,,0,eng,,,Smallest country in the Americas and the Western Hemisphere.,eng,English,English,,,,,"Saint Kitts*_KN, Nevis_KN",2,Americas,"The number of individual languages listed for Saint Kitts and Nevis is 3. All are living languages. Of these, 1 is institutional and 2 are vigorous.",,,,,KN,17.357822,-62.782998,"17.357822,-62.782998",🔵 eyJpIjoiMTcuMzU3ODIyLC02Mi43ODI5OTgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjoxNy4zNTc4MjIsImxuZyI6LTYyLjc4Mjk5OH0sImUiOjB9
Saint Lucia,,acf,1,"eng,acf",,,,eng,English,English,,,,,,0,Americas,"The number of individual languages listed for Saint Lucia is 2. All are living languages. Of these, 1 is institutional and 1 is developing.",,,,,LC,13.909444,-60.978893,"13.909444,-60.978893",🔵 eyJpIjoiMTMuOTA5NDQ0LC02MC45Nzg4OTMiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjoxMy45MDk0NDQsImxuZyI6LTYwLjk3ODg5M30sImUiOjB9
Saint Vincent and the Grenadines,,svc,1,"eng,svc",Portuguese (200),Portuguese (200),,eng,English,English,,,,,,0,Americas,"The number of individual languages listed for Saint Vincent and the Grenadines is 3. All are living languages. Of these, 1 is institutional, 1 is developing, and 1 is vigorous.",,,,,VC,12.984305,-61.287228,"12.984305,-61.287228",🔵 eyJpIjoiMTIuOTg0MzA1LC02MS4yODcyMjgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjoxMi45ODQzMDUsImxuZyI6LTYxLjI4NzIyOH0sImUiOjB9
Samoa,,smo,1,"eng,smo",,,,"smo,eng","Samoan, English","English, Samoan",,,,,,0,Oceania,"The number of individual languages listed for Samoa is 2. All are living languages. Of these, 2 are institutional.",,,,,WS,-13.759029,-172.104629,"-13.759029,-172.104629",🔵 eyJpIjoiLTEzLjc1OTAyOSwtMTcyLjEwNDYyOSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOi0xMy43NTkwMjksImxuZyI6LTE3Mi4xMDQ2Mjl9LCJlIjowfQ==
San Marino,,,0,"ita,rgn",,,,ita,Italian,Italian,,,,,,0,Eurasia,"The number of individual languages listed for San Marino is 2. All are living languages. Of these, 1 is institutional and 1 is dying.",,,,,SM,43.94236,12.457777,"43.94236,12.457777",🔵 eyJpIjoiNDMuOTQyMzYsMTIuNDU3Nzc3IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDMuOTQyMzYsImxuZyI6MTIuNDU3Nzc3fSwiZSI6MH0=
São Tomé e Príncipe,,"aoa,cri,pre",3,por,"Fang (13,800)","Fang (13,800)",,por,Portuguese,Portuguese,,,,,,0,Africa,"The number of individual languages listed for São Tomé e Príncipe is 4. All are living languages. Of these, 1 is institutional, 1 is vigorous, 1 is in trouble, and 1 is dying.",,,,,ST,0.18636,6.613081,"0.18636,6.613081",🔵 eyJpIjoiMC4xODYzNiw2LjYxMzA4MSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjAuMTg2MzYsImxuZyI6Ni42MTMwODF9LCJlIjowfQ==
Saudi Arabia,,"ars,arb,ara,acw,sdl",5,"arb,ars","Bengali (15,000), Chinese (58,000), Egyptian Spoken Arabic (300,000), English (60,000), French (22,000), Indonesian (37,000), Iranian Persian (102,000), Italian (22,000), Korean (66,000), Rohingya (400,000), Somali (42,700), Sudanese Spoken Arabic (86,000), Tagalog (700,000), Urdu (382,000), Uyghur (5,920), Western Cham (100)","Bengali (15,000), Chinese (58,000), Egyptian Spoken Arabic (300,000), English (60,000), French (22,000), Indonesian (37,000), Iranian Persian (102,000), Italian (22,000), Korean (66,000), Rohingya (400,000), Somali (42,700), Sudanese Spoken Arabic (86,000), Tagalog (700,000), Urdu (382,000), Uyghur (5,920), Western Cham (100)",Largest country in the Middle East.,arb,"Arabic, Standard",Arabic,,,,,,0,Eurasia,"The number of individual languages listed for Saudi Arabia is 5. All are living languages. Of these, 2 are institutional and 3 are vigorous.",,,,,SA,23.885942,45.079162,"23.885942,45.079162",🔵 eyJpIjoiMjMuODg1OTQyLDQ1LjA3OTE2MiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjIzLjg4NTk0MiwibG5nIjo0NS4wNzkxNjJ9LCJlIjowfQ==
Seychelles,,crs,1,"eng,fra,crs",,,Smallest country in Africa.,"crs,fra,eng","Seselwa Creole French, French, English","English, French, Seychellois Creole",,,,,,0,Africa,"The number of individual languages listed for Seychelles is 3. All are living languages. Of these, 3 are institutional.",,,,,SC,-4.679574,55.491977,"-4.679574,55.491977",🔵 eyJpIjoiLTQuNjc5NTc0LDU1LjQ5MTk3NyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOi00LjY3OTU3NCwibG5nIjo1NS40OTE5Nzd9LCJlIjowfQ==
Sierra Leone,,"bmf,buy,bun,knk,krm,kri,kno,lok,lia,men,sgx,tem",12,eng,"Greek (700), Yoruba (3,800)","Greek (700), Yoruba (3,800)",,eng,English,English,,,,,,0,Africa,"The number of individual languages listed for Sierra Leone is 25. All are living languages. Of these, 6 are institutional, 14 are developing, 3 are vigorous, and 2 are in trouble.",,,,,SL,8.460555,-11.779889,"8.460555,-11.779889",🔵 eyJpIjoiOC40NjA1NTUsLTExLjc3OTg4OSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjguNDYwNTU1LCJsbmciOi0xMS43Nzk4ODl9LCJlIjowfQ==
Somalia,,"bnl,dbr,gex,jii,som,tqq,xma,ymm",8,"eng,ita,arb,som","Ta’izzi-Adeni Spoken Arabic (11,500)","Ta’izzi-Adeni Spoken Arabic (11,500)",,"arb,som","Arabic, Standard, Somali","Somali, Arabic",,,,,"Awdalland_SO, Jubaland_SO, Galmudug_SO, Himan and Heeb_SO, Khatumo_SO, Puntland_SO, Somaliland_SO, Southwestern Somalia_SO",8,Africa,"The number of individual languages listed for Somalia is 13. All are living languages. Of these, 4 are institutional, 3 are developing, 5 are vigorous, and 1 is dying.",,,,,SO,5.152149,46.199616,"5.152149,46.199616",🔵 eyJpIjoiNS4xNTIxNDksNDYuMTk5NjE2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NS4xNTIxNDksImxuZyI6NDYuMTk5NjE2fSwiZSI6MH0=
Somaliland,,"arb,som",2,,,,,"eng,arb,som","English, Arabic, Standard, Somali","Somalian, Arabic, English",,,,,,0,Africa,,,,,,,,,No data,🔵 eyJpIjoiTm8gZGF0YSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiMTkgUnVlIEdhbGlsw6llLCA3NTExNiBQYXJpcywgRnJhbmNlIiwibGF0Ijo0OC44Njg4MjYwMDAwMDAwMSwibG5nIjoyLjI5MzY0Njk5OTk5OTk2NDV9LCJlIjoxNTAwODQ5MDIwNjUzfQ==
South Ossetia,,,0,,,,,"rus,oss","Russian, Ossetic","Ossetian, Russian",kat,Georgian,Georgian,,,0,Eurasia,,,,,,,,,No data,🔵 eyJpIjoiTm8gZGF0YSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiMTkgUnVlIEdhbGlsw6llLCA3NTExNiBQYXJpcywgRnJhbmNlIiwibGF0Ijo0OC44Njg4MjYwMDAwMDAwMSwibG5nIjoyLjI5MzY0Njk5OTk5OTk2NDV9LCJlIjoxNTAwODQ5MDIwNDAxfQ==
South Sudan,,"aja,avu,anu,atu,bfa,blm,bex,bxb,bdj,bdh,bvi,bot,diw,dip,ddd,din,dik,dib,did,dks,fer,gbn,hom,idr,krs,kbo,koe,lkr,lot,lwo,loh,lno,lul,lpx,lky,mgd,mgc,mfz,myj,mqu,mwu,mur,muh,ndz,njl,nwm,nus,pga,shk,tex,toq,thu,tgy",53,eng,,,,"zne,nus,mur,luo,din,bfa,eng","Zande, Nuer, Murle, Dholuo, Dinka, Bari, English","English, Bari, Dinka, Luo, Murle, Nuer, Zande, around 60 other languages",,,,,"Northern Bahr el Ghazal_, Western Bahr el Ghazal_,Central Equatoria*_, Eastern Equatoria_, Western Equatoria_, Jonglei_, Lakes_, Unity_, Upper Nile_, Warrap_",10,Africa,"The number of individual languages listed for South Sudan is 71. Of these, 68 are living and 3 are extinct. Of the living languages, 12 are institutional, 25 are developing, 14 are vigorous, 11 are in trouble, and 6 are dying.",,,,,,,,No data,🔵 eyJpIjoiTm8gZGF0YSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiMTkgUnVlIEdhbGlsw6llLCA3NTExNiBQYXJpcywgRnJhbmNlIiwibGF0Ijo0OC44Njg4MjYwMDAwMDAwMSwibG5nIjoyLjI5MzY0Njk5OTk5OTk2NDV9LCJlIjoxNTAwODQ5MDIwMTQ4fQ==
Sudan,,"aft,acz,apd,byt,byg,brk,bej,bdi,drb,dec,dil,dgl,daj,eli,elh,fia,fvr,fuj,gly,gza,ghl,hbn,jum,jle,kgo,keg,kec,kko,kdu,kcr,kcp,kib,lof,liu,lmd,lro,laf,mls,mei,mor,nyi,otr,ras,soh,shw,shj,tey,teq,tlo,tqr,tic,tbr,tbi,taz,tag,tms,udu,wll,wrn,xel,xom,xtc,zmo,zag",64,"eng,arb,apd",,,Formerly the largest country in Africa.,"eng,arb","English, Arabic, Standard","Arabic, English",,,,,"Al Jazirah_SD,Blue Nile_SD,Sennar_SD,White Nile_SD,Central Darfur_SD,East Darfur_SD,North Darfur_SD,South Darfur_SD,West Darfur_SD,Kassala_SD,Al Qadarif_SD,Red Sea_SD,Khartoum*_SD,North Kurdufan_SD,South Kurdufan_SD,West Kurdufan_SD,Northern_SD,River Nile_SD",18,Africa,"The number of individual languages listed for Sudan is 78. Of these, 75 are living and 3 are extinct. Of the living languages, 3 are institutional, 14 are developing, 18 are vigorous, 23 are in trouble, and 17 are dying.",,,,,SD,12.862807,30.217636,"12.862807,30.217636",🔵 eyJpIjoiMTIuODYyODA3LDMwLjIxNzYzNiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjEyLjg2MjgwNywibG5nIjozMC4yMTc2MzZ9LCJlIjowfQ==
Suriname,,"arw,ako,djk,hns,jvn,kww,njt,srn,srm,tri,way",11,"nld,srn",,,Smallest country in South America.,nld,Dutch,Dutch,,,,,,0,Americas,"The number of individual languages listed for Suriname is 19. All are living languages. Of these, 2 are institutional, 6 are developing, 4 are in trouble, and 7 are dying.",,,,,SR,3.919305,-56.027783,"3.919305,-56.027783",🔵 eyJpIjoiMy45MTkzMDUsLTU2LjAyNzc4MyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjMuOTE5MzA1LCJsbmciOi01Ni4wMjc3ODN9LCJlIjowfQ==
Swaziland,,ssw,1,"eng,ssw","Chichewa (5,700), Southern Sotho (4,700)","Chichewa (5,700), Southern Sotho (4,700)",,"ssw,eng","Swati, English","English, Swazi",,,,,,0,Africa,"The number of individual languages listed for Swaziland is 5. All are living languages. Of these, 2 are institutional and 3 are developing.",,,,,SZ,-26.522503,31.465866,"-26.522503,31.465866",🔵 eyJpIjoiLTI2LjUyMjUwMywzMS40NjU4NjYiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjotMjYuNTIyNTAzLCJsbmciOjMxLjQ2NTg2Nn0sImUiOjB9
Tajikistan,,"abh,paq,sgh,tgk,yai,yah",6,"tgk,rus","Armenian (6,000), Bashkort (5,410), Georgian (810), Kazakh (9,610), Korean (2,000), Lak (860), Lithuanian (470), Ossetic (8,000), Romanian (580), Tatar (80,000), Turkmen (14,000), Ukrainian (41,000), Uyghur (3,580), Western Balochi (4,840)","Armenian (6,000), Bashkort (5,410), Georgian (810), Kazakh (9,610), Korean (2,000), Lak (860), Lithuanian (470), Ossetic (8,000), Romanian (580), Tatar (80,000), Turkmen (14,000), Ukrainian (41,000), Uyghur (3,580), Western Balochi (4,840)",,"rus,tgk","Russian, Tajiki","Tajik, Russian
",,,,,,0,Eurasia,"The number of individual languages listed for Tajikistan is 13. All are living languages. Of these, 2 are institutional, 4 are developing, 3 are vigorous, and 4 are in trouble.",,,,,TJ,38.861034,71.276093,"38.861034,71.276093",🔵 eyJpIjoiMzguODYxMDM0LDcxLjI3NjA5MyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjM4Ljg2MTAzNCwibG5nIjo3MS4yNzYwOTN9LCJlIjowfQ==
Tanzania,,"asa,aas,aam,bez,bds,bdp,bou,cwa,cwe,ccl,doe,dne,dhs,fip,gmx,gwe,gow,gog,heh,hay,hka,haq,han,hts,isn,irk,ikz,jit,jmc,ksb,kya,ked,kki,kqh,kde,kdc,kcz,kcu,kiz,kiv,kuj,lag,mgs,mwy,mwx,mjh,mwe,mvw,mpa,mhd,mgz,mgy,mgw,mgv,mgq,nkt,nyy,nym,now,njd,ndg,ndj,nxi,ndh,nim,nih,nnq,ntk,ngq,ngp,ngo,nsg,old,poy,piw,pbr,reg,rwk,rof,rnw,rui,rim,ruf,ssc,seg,swh,swa,soz,suw,suk,suj,sbp,sbm,sbk,sad,tza,tcc,tny,vun,vin,vid,wka,wun,wbj,wbi,wbh,xsj,zga,ziw,zin,zak,zaj",112,"swa,eng","Rundi (150,000)","Rundi (150,000)",,"eng,swa","English, Swahili","Swahili, English",,,,,,0,Africa,"The number of individual languages listed for Tanzania is 129. Of these, 126 are living and 3 are extinct. Of the living languages, 2 are institutional, 18 are developing, 58 are vigorous, 40 are in trouble, and 8 are dying.",,,,,TZ,-6.369028,34.888822,"-6.369028,34.888822",🔵 eyJpIjoiLTYuMzY5MDI4LDM0Ljg4ODgyMiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOi02LjM2OTAyOCwibG5nIjozNC44ODg4MjJ9LCJlIjowfQ==
Timor-Leste,,"adb,bfn,bkx,ddg,gal,hbu,idt,kem,krd,lka,lva,mkz,mgm,nxa,tdt,tkd,tvy,wmh",18,"por,tet,tdt",,,,"tdt,por","Tetun Dili, Portuguese","Portuguese, Tetum",,,,,,0,Eurasia,"The number of individual languages listed for East Timor is 20. Of these, 19 are living and 1 is extinct. Of the living languages, 2 are institutional, 1 is developing, 10 are vigorous, 5 are in trouble, and 1 is dying.",,,,,TL,-8.874217,125.727539,"-8.874217,125.727539",🔵 eyJpIjoiLTguODc0MjE3LDEyNS43Mjc1MzkiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjotOC44NzQyMTcsImxuZyI6MTI1LjcyNzUzOX0sImUiOjB9
Tonga,,"num,ton",2,"eng,ton","Chinese (2,000)","Chinese (2,000)",,"ton,eng","Tongan, English","English, Tongan",,,,,,0,Oceania,"The number of individual languages listed for Tonga is 3. All are living languages. Of these, 2 are institutional and 1 is in trouble.",,,,,TO,-21.178986,-175.198242,"-21.178986,-175.198242",🔵 eyJpIjoiLTIxLjE3ODk4NiwtMTc1LjE5ODI0MiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOi0yMS4xNzg5ODYsImxuZyI6LTE3NS4xOTgyNDJ9LCJlIjowfQ==
Transnistria,,,0,,,,,"urk,rus,ron","Urak Lawoi’, Russian, Romanian","Moldavian, Russian, Ukrainian",,,,,,0,Eurasia,,,,,,,47.2153,29.4638,"47.2153,29.4638",🔵 eyJpIjoiNDcuMjE1MywyOS40NjM4IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDcuMjE1MywibG5nIjoyOS40NjM4fSwiZSI6MH0=
Trinidad and Tobago,,"lst,trf,tgh",3,"eng,trf","Chinese (6,500), North Levantine Spoken Arabic (2,600)","Chinese (6,500), North Levantine Spoken Arabic (2,600)",,eng,English,English,,,,,,0,Americas,"The number of individual languages listed for Trinidad and Tobago is 8. All are living languages. Of these, 1 is institutional, 3 are developing, 3 are vigorous, and 1 is in trouble.",,,,,TT,10.691803,-61.222503,"10.691803,-61.222503",🔵 eyJpIjoiMTAuNjkxODAzLC02MS4yMjI1MDMiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjoxMC42OTE4MDMsImxuZyI6LTYxLjIyMjUwM30sImUiOjB9
Tunisia,,"aeb,pml,sds,tse",4,"arb,aeb","Ghadamès (2,000), Greek (300), Italian (9,700), Maltese (3,000)","Ghadamès (2,000), Greek (300), Italian (9,700), Maltese (3,000)",,arb,"Arabic, Standard",Arabic,,,,,,0,Africa,"The number of individual languages listed for Tunisia is 8. Of these, 6 are living and 2 are extinct. Of the living languages, 2 are institutional, 1 is developing, 1 is vigorous, and 2 are in trouble.",,,,,TN,33.886917,9.537499,"33.886917,9.537499",🔵 eyJpIjoiMzMuODg2OTE3LDkuNTM3NDk5IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzMuODg2OTE3LCJsbmciOjkuNTM3NDk5fSwiZSI6MH0=
